frame.time_epoch,ip.src,ip.dst,ipv6.src,ipv6.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,_ws.col.protocol
"1766041640.695663213",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"37599","53","DNS"
"1766041640.764541107",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"36733","53","DNS"
"1766041640.764602200",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"51635","53","DNS"
"1766041640.764617286",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"51635","53","DNS"
"1766041640.764623561",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"35354","53","DNS"
"1766041640.764628096",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"35354","53","DNS"
"1766041640.764647832",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"36733","53","DNS"
"1766041640.928028237",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39408","443",,,"TCP"
"1766041640.928082519",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39412","443",,,"TCP"
"1766041640.928100070",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39422","443",,,"TCP"
"1766041640.928112967",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39424","443",,,"TCP"
"1766041641.253654078",,,,,,,,,"ARP"
"1766041641.404005384",,,"2603:8000:6900:600::70","2a06:98c1:310b::ac40:9bd1","36200","443",,,"TCP"
"1766041641.670893259",,,"fe80::5607:7dff:fe40:f9bd","ff02::1",,,,,"ICMPv6"
"1766041641.680053257",,,"fe80::9290:4d9:c8ba:a3b5","ff02::16",,,,,"ICMPv6"
"1766041641.872091479",,,"fe80::9290:4d9:c8ba:a3b5","ff02::16",,,,,"ICMPv6"
"1766041642.080740237","192.168.1.3","255.255.255.255",,,,,"52346","6667","UDP"
"1766041642.108048942",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39438","443",,,"TCP"
"1766041642.182833166","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.184271735","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.185547822","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.187131383","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.188551597","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.190076421","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.191371514","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.192619260","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.194055589","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.196533521","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.197932263","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.199349537","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.200857869","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.202415059","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.203738984","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.205038037","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.206372602","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.207654364","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.208832127","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.209978991","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.211176569","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.212375036","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.213579082","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.214790493","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.216028140","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.217134930","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.218498327","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.219532813","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.220684645","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.221855545","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.223120588","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.224233490","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.225369228","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.226582615","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.227766328","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.231166521","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.232434010","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.233540328","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.235052755","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.236462184","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.237714437","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.239216205","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.240589421",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.257432142",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.258814096",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.260622109",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.264017737",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.265845544",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.267986139",,,,,,,,,"ARP"
"1766041642.268077659",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.270849001",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.286235828",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.287914699",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.289586499",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.291407740",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.293028118",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.294683557",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.296569087",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.298295465",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.299827223",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.301212640",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.302612818",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.304020262",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.305449616",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.306937422",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.308380757",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.309802331",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.311182478",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.312596041",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.319421187",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.322409601",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.323853521",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.325195191",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.326601584",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.328002817",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.329521400",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.334208560",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.335606963",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.337266182",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.338921101",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.340482297",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.342221035",,,"fe80::8a6a:e3ff:feae:4d0b","ff02::fb",,,"5353","5353","MDNS"
"1766041642.345735697","192.168.1.5","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.348849937","192.168.1.8","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.388169326","192.168.1.10","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.390386250",,,"fe80::1877:5fb7:298a:8209","ff02::fb",,,"5353","5353","MDNS"
"1766041642.490594088","192.168.1.8","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.502630724","192.168.1.16","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.514769078",,,"fe80::4a9e:bdff:fe87:22f4","ff02::fb",,,"5353","5353","MDNS"
"1766041642.524871801","192.168.1.16","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041642.534991888",,,"fe80::4a9e:bdff:fe87:22f4","ff02::fb",,,"5353","5353","MDNS"
"1766041642.684078678",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39384","443",,,"TCP"
"1766041642.940041328",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39386","443",,,"TCP"
"1766041642.975490810",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","56090","443",,,"TCP"
"1766041643.200061593",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39396","443",,,"TCP"
"1766041643.293803779",,,,,,,,,"ARP"
"1766041643.708079765",,,"2603:8000:6900:600::70","2a06:98c1:3107::6812:2715","58100","443",,,"TCP"
"1766041643.766516861",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"55197","53","DNS"
"1766041643.766586219",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"55197","53","DNS"
"1766041643.767850366",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"58834","53","DNS"
"1766041643.767896518",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"54676","53","DNS"
"1766041643.767921554",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"54676","53","DNS"
"1766041643.767978597",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"58834","53","DNS"
"1766041644.000005763",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","56090","443",,,"TCP"
"1766041644.318334895",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"39217","53","DNS"
"1766041644.318404869",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"33372","53","DNS"
"1766041644.318414504",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"33372","53","DNS"
"1766041644.318445910",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"39217","53","DNS"
"1766041644.318529199",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"36000","53","DNS"
"1766041644.318549818",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"36000","53","DNS"
"1766041644.318563820",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"45454","53","DNS"
"1766041644.318577905",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"45454","53","DNS"
"1766041644.318675683",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"42819","53","DNS"
"1766041644.318685131",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"56809","53","DNS"
"1766041644.318689742",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"56809","53","DNS"
"1766041644.318701876",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"42819","53","DNS"
"1766041644.318705747",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"56017","53","DNS"
"1766041644.318713110",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"56017","53","DNS"
"1766041644.318732673",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"52008","53","DNS"
"1766041644.318746689",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"52008","53","DNS"
"1766041644.318777938",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"54008","53","DNS"
"1766041644.318793249",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"54008","53","DNS"
"1766041644.318822926",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"53175","53","DNS"
"1766041644.318838040",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"53175","53","DNS"
"1766041644.318893273",,,,,,,,,"ARP"
"1766041644.318908329",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"58534","53","DNS"
"1766041644.318913002",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"58534","53","DNS"
"1766041644.318917194",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"37990","53","DNS"
"1766041644.318920620",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"37990","53","DNS"
"1766041644.732108448",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39406","443",,,"TCP"
"1766041644.744535945",,,"fe80::5607:7dff:fe40:f9bd","ff02::1",,,,,"ICMPv6"
"1766041644.756107054",,,"fe80::9290:4d9:c8ba:a3b5","ff02::16",,,,,"ICMPv6"
"1766041644.988041627",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39424","443",,,"TCP"
"1766041644.988129846",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39422","443",,,"TCP"
"1766041644.988150022",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39412","443",,,"TCP"
"1766041644.988167182",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39408","443",,,"TCP"
"1766041645.020060918",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","56090","443",,,"TCP"
"1766041645.148062929",,,"fe80::9290:4d9:c8ba:a3b5","ff02::16",,,,,"ICMPv6"
"1766041645.341670173",,,,,,,,,"ARP"
"1766041646.044070684",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","56090","443",,,"TCP"
"1766041646.268056834",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39438","443",,,"TCP"
"1766041646.367989256",,,,,,,,,"ARP"
"1766041647.072088774",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","56090","443",,,"TCP"
"1766041647.100477272","192.168.1.3","255.255.255.255",,,,,"52346","6667","UDP"
"1766041647.320234564",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"38383","53","DNS"
"1766041647.320277261",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"59753","53","DNS"
"1766041647.320282526",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"59753","53","DNS"
"1766041647.320286604",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"56467","53","DNS"
"1766041647.320289995",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"56467","53","DNS"
"1766041647.320293333",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"41325","53","DNS"
"1766041647.320296953",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"41325","53","DNS"
"1766041647.320300673",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"53523","53","DNS"
"1766041647.320304133",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"53523","53","DNS"
"1766041647.320316574",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"59252","53","DNS"
"1766041647.320324294",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"38383","53","DNS"
"1766041647.320330919",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"43838","53","DNS"
"1766041647.320342715",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"59252","53","DNS"
"1766041647.320356640",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"43838","53","DNS"
"1766041647.320372408",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"57292","53","DNS"
"1766041647.320378730",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"46133","53","DNS"
"1766041647.320381583",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"46133","53","DNS"
"1766041647.320389613",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"57292","53","DNS"
"1766041647.321971842",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"52185","53","DNS"
"1766041647.322021068",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"34945","53","DNS"
"1766041647.322035051",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"34945","53","DNS"
"1766041647.322039205",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"55495","53","DNS"
"1766041647.322043193",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"55495","53","DNS"
"1766041647.322060201",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"52185","53","DNS"
"1766041647.388505533",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"48995","53","DNS"
"1766041647.388570398",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"54670","53","DNS"
"1766041647.388593733",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"54670","53","DNS"
"1766041647.388602786",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"43011","53","DNS"
"1766041647.388609204",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"43011","53","DNS"
"1766041647.388640108",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"48995","53","DNS"
"1766041647.388655736",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"59032","53","DNS"
"1766041647.388671694",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"33522","53","DNS"
"1766041647.388690703",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"59032","53","DNS"
"1766041647.388712323",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"33522","53","DNS"
"1766041647.388776026",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"45369","53","DNS"
"1766041647.388799088",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"54352","53","DNS"
"1766041647.388810547",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"45369","53","DNS"
"1766041647.388833005",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"54352","53","DNS"
"1766041647.388875859",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"58002","53","DNS"
"1766041647.388901447",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"58002","53","DNS"
"1766041647.389071765",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"39057","53","DNS"
"1766041647.389183130",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"39057","53","DNS"
"1766041647.389281410",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"44595","53","DNS"
"1766041647.389310514",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,"44595","53","DNS"
"1766041647.713128383",,,"fe80::5607:7dff:fe40:f9bd","ff02::1",,,,,"ICMPv6"
"1766041647.728112250",,,"fe80::9290:4d9:c8ba:a3b5","ff02::16",,,,,"ICMPv6"
"1766041647.928037889",,,"fe80::9290:4d9:c8ba:a3b5","ff02::16",,,,,"ICMPv6"
"1766041648.060061150",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,,,"ICMPv6"
"1766041648.092077813",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","56090","443",,,"TCP"
"1766041649.084031895",,,"2603:8000:6900:600::70","2607:f8b0:4023:c0b::bc","55316","5228",,,"TCP"
"1766041649.084084764",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,,,"ICMPv6"
"1766041649.341157724",,,,,,,,,"ARP"
"1766041649.979895634",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","47882","443",,,"TCP"
"1766041650.108110589",,,"fe80::9290:4d9:c8ba:a3b5","fe80::5607:7dff:fe40:f9bd",,,,,"ICMPv6"
"1766041650.108228164",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","56090","443",,,"TCP"
"1766041650.363989614",,,,,,,,,"ARP"
"1766041650.390427610",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"45081","53","DNS"
"1766041650.390515199",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"56628","53","DNS"
"1766041650.390525295",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"56628","53","DNS"
"1766041650.390556511",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"45081","53","DNS"
"1766041650.391383828",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"53294","53","DNS"
"1766041650.391409594",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"53294","53","DNS"
"1766041650.391681742",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"56061","53","DNS"
"1766041650.391789696",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"35487","53","DNS"
"1766041650.391798902",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"35487","53","DNS"
"1766041650.391805767",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"47261","53","DNS"
"1766041650.391812567",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"47261","53","DNS"
"1766041650.391841149",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"56061","53","DNS"
"1766041650.391883561",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"45093","53","DNS"
"1766041650.391906536",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"57559","53","DNS"
"1766041650.391927163",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"45093","53","DNS"
"1766041650.392003246",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"57559","53","DNS"
"1766041650.392120011",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"47874","53","DNS"
"1766041650.392154783",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"47874","53","DNS"
"1766041650.392179354",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"49710","53","DNS"
"1766041650.392210870",,,"2603:8000:6900:600::70","2001:1998:f00:2::1",,,"49710","53","DNS"
"1766041650.682121957",,,"fe80::5607:7dff:fe40:f9bd","ff02::1",,,,,"ICMPv6"
"1766041650.692064458",,,"fe80::9290:4d9:c8ba:a3b5","ff02::16",,,,,"ICMPv6"
"1766041650.712116336",,,"fe80::9290:4d9:c8ba:a3b5","ff02::16",,,,,"ICMPv6"
"1766041650.876078364",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39384","443",,,"TCP"
"1766041651.004103180",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","47882","443",,,"TCP"
"1766041651.132144732",,,"2603:8000:6900:600::70","2a06:98c1:3100::6812:202f","39386","443",,,"TCP"
"1766041651.388002931",,,,,,,,,"ARP"
"1766041651.388074839",,,"2603:8000:6900:600::70","ff02::1:ff40:f9bd",,,,,"ICMPv6"
"1766041652.015613881","192.168.1.3","255.255.255.255",,,,,"52346","6667","UDP"
"1766041652.412056662",,,"2603:8000:6900:600::70","ff02::1:ff40:f9bd",,,,,"ICMPv6"
"1766041652.416679404",,,,,,,,,"ARP"
"1766041652.424131514","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.425980217","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.428190771","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.430329292","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.432245878","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.434264743","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.436030507","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.441607287","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.447403412","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.449829816","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.451799839","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.453556763","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
"1766041652.455382935","192.168.1.2","224.0.0.251",,,,,"5353","5353","MDNS"
